#Active RPP references from measurements
NUPHA,B84,306,B038M,B038:Desig=3,B038:Desig=9,B038:Desig=1,B038:Desig=2,B038:Desig=6,B038:Desig=8,B038W
PHRVA,D14,13,B038:Desig=1
NUPHA,B131,399,B002:Desig=1,B002:Desig=4,B038M,B038W,B044:Desig=1,B044:Desig=8,B045:Desig=1,B045:Desig=3,B047:Desig=1,B047:Desig=6,B047:Desig=7,B057:Desig=1,B057:Desig=6,B098:Desig=1,B098:Desig=4,B098:Desig=5
NUPHA,B119,362,B002M,B002:Desig=1,B002:Desig=2,B002:Desig=3,B002W,B035M,B035:Desig=1,B035:Desig=2,B035W,B036M,B036:Desig=1,B036:Desig=2,B036W,B038M,B038:Desig=1,B038:Desig=2,B038W,B039M,B039:Desig=1,B039:Desig=2,B039W,B040M,B040:Desig=1,B040:Desig=3,B040W,B041M,B041:Desig=1,B041:Desig=2,B041W,B044M,B044:Desig=1,B044:Desig=2,B044:Desig=3,B044W,B045M,B045:Desig=1,B045:Desig=2,B045:Desig=5,B045W,B046M,B046:Desig=1,B046:Desig=2,B046:Desig=3,B046W,B047M,B047:Desig=1,B047:Desig=2,B047:Desig=3,B047W,B055M,B055:Desig=1,B055:Desig=2,B055W,B056M,B056:Desig=1,B056:Desig=2,B056W,B057M,B057:Desig=1,B057:Desig=3,B057:Desig=4,B057W,B060M,B060:Desig=1,B060:Desig=2,B060W,B077M,B077:Desig=1,B077:Desig=2,B077W,B079M,B079:Desig=1,B079:Desig=2,B079:Desig=3,B079W,B098M,B098:Desig=1,B098:Desig=2,B098:Desig=3,B098W,B100M,B100:Desig=1,B100:Desig=2,B100:Desig=3,B100W,B101M,B101:Desig=1,B101:Desig=2,B101W
PHRVA,D18,182,B036M,B036:Desig=1,B036W,B038M,B038:Desig=1,B038W,B039M,B039:Desig=1,B039W,B040M,B040:Desig=1,B040W,B044M,B044:Desig=1,B044W,B045M,B045:Desig=1,B045W,B046M,B046:Desig=1,B046W,B055M,B055:Desig=1,B055W,B056:Desig=1,B057M,B057:Desig=1,B057W,B060M,B060:Desig=1,B060W,B079M,B079:Desig=1,B079W,B101M,B101:Desig=1,B101W
NUPHA,B149,220,B038M,B038W
ZEPYA,C7,17,B038M,B038W
695688,,,B002M,B002:Desig=1,B002W,B034M,B034:Desig=1,B034W,B035M,B035:Desig=1,B035W,B036M,B036:Desig=1,B036W,B038:Desig=1,B038W,B039M,B039:Desig=1,B039W,B040M,B040:Desig=1,B040W,B041M,B041:Desig=1,B044M,B044:Desig=1,B044W,B045M,B045:Desig=1,B045W,B046:Desig=1,B047M,B047:Desig=1,B047W,B055M,B055:Desig=1,B055W,B056M,B056:Desig=1,B056W,B057M,B057:Desig=1,B057W,B060M,B060:Desig=1,B060W,B067M,B067:Desig=1,B067W,B077M,B077:Desig=1,B077W,B079M,B079:Desig=1,B079W,B101M,B101:Desig=1,B101W
NUPHA,B47,477,B001M,B001:Desig=1,B001:Desig=2,B001:Desig=3,B001W,B032M,B032:Desig=1,B032:Desig=2,B032W,B036M,B036:Desig=1,B036W,B057:Desig=1,B057:Desig=4,B077M,B077:Desig=1,B077:Desig=2,B077W,B101M,B101:Desig=1,B101:Desig=2,B101W
PRLTA,37,806,B000M,B000W,B032M,B032W,B051M,B051W,B055M,B055W,B057M,B057W,B077M,B077W,B101M,B101W
PHLTA,65B,487,B032:Desig=1,B032:Desig=2,B040M,B040:Desig=1,B040:Desig=3,B040W,B044M,B044:Desig=1,B044:Desig=3,B044W,B055M,B055:Desig=1,B055:Desig=2,B055W,B079:Desig=1,B079:Desig=2,B101:Desig=1,B101:Desig=2
NUPHA,B127,349,B001M,B001:Desig=1,B001:Desig=2,B001:Desig=3,B001W,B002M,B002:Desig=1,B002:Desig=2,B002:Desig=3,B002W,B036M,B036:Desig=1,B036:Desig=2,B036W,B039M,B039:Desig=1,B039:Desig=2,B039W,B040M,B040:Desig=1,B040:Desig=3,B040W,B044M,B044:Desig=1,B044:Desig=2,B044:Desig=3,B044W,B045M,B045:Desig=1,B045:Desig=2,B045:Desig=5,B045W,B046M,B046:Desig=1,B046:Desig=2,B046:Desig=3,B046W,B055M,B055:Desig=1,B055:Desig=2,B055W,B056M,B056:Desig=1,B056:Desig=2,B056W,B057M,B057:Desig=1,B057:Desig=3,B057:Desig=4,B057W,B060M,B060:Desig=1,B060:Desig=2,B060W,B067M,B067:Desig=1,B067:Desig=2,B067:Desig=3,B067W,B077M,B077:Desig=1,B077:Desig=2,B077W,B079M,B079:Desig=1,B079:Desig=2,B079:Desig=3,B079W,B098M,B098:Desig=1,B098:Desig=2,B098:Desig=3,B098W,B101M,B101:Desig=1,B101:Desig=2,B101W
PRLTA,15,641,B040:Desig=1,B040:Desig=2
PHLTA,30B,430,B044:Desig=1,B044:Desig=7
NUPHA,B67,125,B040:Desig=1,B040:Desig=2,B055:Desig=1,B055:Desig=6
NUPHA,B69,246,B039:Desig=1,B039:Desig=5,B040M,B040:Desig=1,B040:Desig=4,B040W,B044:Desig=1,B044:Desig=6,B045:Desig=1,B045:Desig=4,B055:Desig=1,B055:Desig=5,B056:Desig=1,B056:Desig=3,B057M,B057:Desig=1,B057:Desig=5,B057W,B077M,B077:Desig=1,B077:Desig=3,B077W
NUPHA,B85,289,B040:Desig=1,B040:Desig=3,B055:Desig=1,B055:Desig=2
NUPHA,A433,619,B040M,B040:Desig=1,B040:Desig=3,B040W,B044M,B044:Desig=1,B044:Desig=3,B044W,B055M,B055:Desig=1,B055:Desig=2,B055W,B079M,B079:Desig=1,B079:Desig=2,B079W
NUPHA,B8,216,B039:Desig=3,B045:Desig=7,B055:Desig=1,B055:Desig=4
PRLTA,21,1111,B055:Desig=1,B055:Desig=3
NUPHA,B143,189,B035:Desig=1,B035:Desig=4,B036:Desig=1,B036:Desig=3,B039:Desig=1,B039:Desig=5,B039:Desig=6,B043M-,B043M+,B043W-,B043W+,B045:Desig=1,B045:Desig=4,B046:Desig=1,B046:Desig=4,B046:Desig=5,B047:Desig=1,B047:Desig=10,B056:Desig=1,B056:Desig=3,B060:Desig=1,B060:Desig=4,B060:Desig=5,B098:Desig=1,B098:Desig=8
NUPHA,B146,327,B002:Desig=1,B002:Desig=5,B002:Desig=6,B035M,B035:Desig=1,B035:Desig=5,B035W,B036:Desig=1,B036:Desig=4,B036:Desig=5,B041:Desig=1,B041:Desig=6,B041:Desig=7,B047:Desig=1,B047:Desig=11,B047:Desig=12,B060:Desig=1,B060:Desig=6,B067M,B067:Desig=1,B067:Desig=4,B067:Desig=5,B067W,B077:Desig=1,B077:Desig=4,B077:Desig=5,B077W,B089M,B089:Desig=1,B089:Desig=4,B089:Desig=5,B089W,B098:Desig=1,B098:Desig=9,B098W
ZEPYA,202,486,B045:Desig=1,B045:Desig=4
NUPHA,B8,195,B077M,B077:Desig=1,B077W
PHLTA,31B,152,B007:Desig=1,B042M,B042W,B048M,B048:Desig=1,B048W,B053:Desig=1,B054:Desig=1
PHLTA,33B,511,B036M,B036:Desig=1,B036W
PHRVA,D5,1583,B034M,B034:Desig=1,B034:Desig=2,B034W,B100M,B100:Desig=1,B100:Desig=3,B100W
NUCIA,16A,178,B039:Desig=1,B039:Desig=4,B041:Desig=1,B041:Desig=5,B056:Desig=1,B056:Desig=4
255947,,,B027M,B027:Desig=1,B027W,B039M,B039:Desig=1,B039W,B041M,B041:Desig=1,B041W,B046M,B047:Desig=1,B047W
NUPHA,B56,77,B067M,B067:Desig=1,B067:Desig=2,B067:Desig=3,B067W
NUPHA,B91,12,B041M,B041:Desig=1,B041W,B046M,B046:Desig=1,B046W,B047M,B047:Desig=1,B047W,B060M,B060:Desig=1,B060W
NUPHA,B93,85,B035M,B035:Desig=1,B035:Desig=3,B035W,B041M,B041:Desig=1,B041:Desig=4,B041W,B060M,B060:Desig=1,B060:Desig=3,B060W
NUCIA,41A,96,B027M,B027:Desig=1,B027:Desig=3,B027W,B035M,B035:Desig=1,B035:Desig=3,B035W,B041M,B041:Desig=1,B041:Desig=4,B041W,B042M,B042:Desig=1,B042:Desig=3,B042W,B060:Desig=1,B060:Desig=3,B112M,B112:Desig=1,B112:Desig=2,B112W
NUPHA,B39,13,B089M,B089:Desig=1,B089:Desig=3,B089W
NUPHA,B30,125,B027M,B027:Desig=1,B027W,B041:Desig=1,B041:Desig=3
NUPHA,B24,417,B034M,B034:Desig=1,B034:Desig=2,B034W
NUCIA,42A,403,B035M,B035:Desig=1,B035W,B041M,B041:Desig=1,B041W,B042M,B042:Desig=1,B042W,B048M,B048:Desig=1,B048W,B112M,B112:Desig=1,B112W
PHLTA,17,166,B048M,B048W
PHRVA,D2,1846,B007M,B007W,B042M,B042W,B048M,B048W
NUCIA,37A,175,B035M,B035:Desig=1,B035:Desig=2,B035W,B042M,B042:Desig=1,B042:Desig=2,B042W,B048M,B048:Desig=1,B048:Desig=3,B048W
NUCIA,28A,289,B021M,B021W,B048M,B048:Desig=1,B048:Desig=5,B048W,B049M-,B049M0,B049W-,B049W0
PRLTA,6,702,B043:Desig=1,B043:Desig=2
PRLTA,6,142,B043M-,B043W-
PRLTA,7,461,B043D-+,B043M-,B043M+,B043W-,B043W+
PHRVA,132,1771,B043W0
PHLTA,8,365,B043D-+,B043M-,B043M+,B043W-,B043W+
PHRVA,181,1824,B051:Desig=2,B051:Desig=3
PHLTA,19,75,B043D-+,B043M-,B043M+,B043:Desig=1,B043:Desig=2,B043W-,B043W+
PRLTA,23,808,B043:Desig=1,B043:Desig=2
PHRVA,D7,5,B038:Desig=3,B038:Desig=8
PHRVA,D9,3006,B043D-+,B043D0+,B043M-,B043M+,B043M0,B043:Desig=1,B043:Desig=2,B043W-,B043W+,B043W0
PHRVA,D10,3865,B043IM-,B043IM+,B043RE-,B043RE+,B049IM-,B049IM0,B049RE-,B049RE0
NUPHA,B98,418,B043M-,B043M+,B043W-,B043W+
NUPHA,B126,319,B043M-,B043M+,B043W-,B043W+
NUPHA,B119,261,B043M-,B043M+,B043W-,B043W+
PHLTA,78B,154,B043:Desig=1,B043:Desig=2,B080M,B080:Desig=1,B080:Desig=2,B080W
NUPHA,B148,18,B043M-,B043M+,B043M0,B043W-,B043W+
NUPHA,B156,507,B043M+,B043W+
NUPHA,B156,237,B043M-,B043M+,B043W-,B043W+
NUPHA,B166,207,B043M+,B043W+
ANFIA,A77,144,B043M-,B043M+,B043M0,B043W-,B043W+,B043W0
ZEPYA,C23,213,B043M+,B043W+
ZEPYA,C9,305,B049M0,B050M,B050W,B052M,B052W,B105M-,B105W-
PHRVA,D2,449,B023M,B023:Desig=2,B023:Desig=3,B023:Desig=1,B023W
NCLTA,6,205,B023M,B023:Desig=1,B023W
272345,,,B080M,B080:Desig=1,B080W
PHLTA,51B,509,B000M,B000:Desig=1,B000:Desig=2,B000:Desig=3,B000W
NUPHA,B94,39,B001M,B001:Desig=1,B001:Desig=3,B001W,B002:Desig=1,B002:Desig=2,B032:Desig=1,B032:Desig=3,B044M,B044:Desig=1,B044:Desig=2,B044W,B045M,B045:Desig=1,B045:Desig=2,B045W,B046M,B046:Desig=1,B046:Desig=2,B046W,B047M,B047:Desig=1,B047:Desig=2,B047W,B057M,B057:Desig=1,B057:Desig=3,B057W,B067M,B067:Desig=1,B067:Desig=2,B067W,B079M,B079:Desig=1,B079:Desig=3,B079W,B088M,B088:Desig=1,B088:Desig=2,B088W,B098M,B098:Desig=1,B098:Desig=2,B098W,B100M,B100:Desig=1,B100:Desig=2,B100W
PHRVA,D17,55,B032M,B032:Desig=1,B032:Desig=3,B032W,B044:Desig=1,B044:Desig=2
NUPHA,B87,145,B001M,B001:Desig=1,B001:Desig=3,B001W,B002M,B002:Desig=1,B002:Desig=2,B002W,B044M,B044:Desig=1,B044:Desig=2,B044W,B045M,B045:Desig=1,B045:Desig=2,B045W,B046M,B046:Desig=1,B046:Desig=2,B046W,B047M,B047:Desig=1,B047:Desig=2,B047W,B048M,B048:Desig=1,B048:Desig=2,B048W,B057M,B057:Desig=1,B057:Desig=3,B057W,B067M,B067:Desig=1,B067:Desig=2,B067W,B079M,B079:Desig=1,B079:Desig=3,B079W,B098M,B098:Desig=1,B098:Desig=2,B098W
PRLTA,21,648,B078M,B078:Desig=1,B078:Desig=2,B078:Desig=3,B078W
PHLTA,29B,58,B058M,B058:Desig=2,B058:Desig=5,B058W,B078M,B078:Desig=2,B078:Desig=4,B078W
PRLTA,24,327,B078M,B078:Desig=1,B078:Desig=2,B078:Desig=3,B078:Desig=5,B078:Desig=6,B078W
PHRVA,D12,2597,B044M,B044:Desig=1,B044:Desig=2,B044W,B079M,B079:Desig=1,B079:Desig=3,B079W
PHLTA,28B,521,B044:Desig=4,B044:Desig=5,B044:Desig=7
PRLTA,21,1413,B044:Desig=1,B044:Desig=6,B045:Desig=1,B045:Desig=4,B058M,B058:Desig=4,B058:Desig=5,B058W
NUPHA,B109,129,B044M,B044:Desig=1,B044:Desig=2,B044W,B045M,B045:Desig=1,B045:Desig=2,B045W,B046M,B046:Desig=1,B046:Desig=2,B046W,B047M,B047:Desig=1,B047:Desig=2,B047W,B048M,B048:Desig=1,B048:Desig=2,B048W,B057M,B057:Desig=1,B057:Desig=3,B057W,B088M,B088:Desig=1,B088:Desig=2,B088W,B098M
PRLTA,10,184,B051M,B051:Desig=1,B051:Desig=3,B051:Desig=2,B051:Desig=4,B051:Desig=5,B051W
PRLTA,14,466,B051:Desig=5,B051:Desig=7,B051:Desig=6
PRLTA,21,1123,B051Q1,B051:Desig=2,B051:Desig=3
PRLTA,20,610,B051M,B051:Desig=1,B051:Desig=3,B051:Desig=2,B051:Desig=7,B051W,B058M,B058W
PRLTA,22,200,B051:Desig=3,B051:Desig=5
PHRVA,D10,1419,B051M,B051:Desig=3,B051:Desig=5,B051:Desig=7,B051W
71170,,,B051:Desig=2,B051:Desig=3,B051:Desig=5,B051:Desig=7
NUPHA,B115,82,B051M,B051:Desig=3,B051:Desig=5
NUPHA,B112,77,B051M,B051:Desig=1,B051:Desig=3,B051:Desig=6,B051:Desig=2,B051:Desig=7,B051:Desig=5,B051W
NUPHA,B178,373,B051M,B051W
PHLTA,18,69,B051Q1
PHRVA,163,1446,B051Q1
PHLTA,24B,489,B058M,B058:Desig=1,B058:Desig=2,B058:Desig=3,B058:Desig=5,B058:Desig=4,B058W
PHRVA,D19,1350,B058M,B058:Desig=1,B058:Desig=2,B058:Desig=3,B058W
NUCIA,20A,35,B057M,B057W
NUPHA,B73,141,B057M,B057:Desig=1,B057:Desig=2,B057W
PHRVA,169,1330,B067M,B067:Desig=1,B067:Desig=2,B067W
NUPHA,B40,45,B045:Desig=1,B045:Desig=3
NUPHA,B22,269,B067M,B067:Desig=1,B067:Desig=2,B067W,B088M,B088:Desig=1,B088:Desig=2,B088W
NUPHA,B19,61,B088M,B088:Desig=1,B088:Desig=2,B088W
NUPHA,B104,382,B046M,B046:Desig=1,B046:Desig=2,B046W,B047M,B047:Desig=1,B047:Desig=2,B047W,B088M,B088:Desig=1,B088:Desig=2,B088W
NUPHA,B125,61,B046M,B046:Desig=1,B046:Desig=3,B046W,B047:Desig=1,B047:Desig=3
PRLTA,22,479,B048:Desig=1,B048:Desig=3,B048:Desig=2
PHRVA,D16,2706,B021M,B021W,B050M,B050W,B052M,B052W
NUPHA,B74,19,B047M,B047:Desig=1,B047:Desig=6,B047:Desig=7,B047W,B098M,B098:Desig=1,B098:Desig=4,B098:Desig=5,B098W
NUPHA,B74,39,B047M,B047:Desig=1,B047:Desig=8,B047:Desig=9,B047W,B098M,B098:Desig=1,B098:Desig=6,B098:Desig=7,B098W
PHRVA,D16,2746,B047M,B047:Desig=1,B047:Desig=3,B047W
NUPHA,B74,12,B047M,B047:Desig=1,B047:Desig=5,B047W
NUPHA,B92,365,B047:Desig=1,B047:Desig=5,B047:Desig=6,B047:Desig=8
NUPHA,B121,365,B047M,B047:Desig=1,B047:Desig=11,B047:Desig=12,B047W
PRLTA,14,741,B048M,B048W
PHLTA,89B,125,B118M,B118:Desig=1,B118:Desig=2,B118:Desig=3,B118W
PRLTA,11,167,B049W0
NUPHA,B37,429,B049M0,B049W0,B050M,B050W,B052M,B052W
PHLTA,42B,129,B049M-,B049M0,B049W-,B049W0
8094756,,,B043D-+,B043M-,B043M+,B043W-,B043W+
NUPHA,B40,349,B049M-,B049M0,B049W-,B049W0
NUPHA,B159,125,B049M0,B049W0
NUPHA,B192,1,B049M0,B049W0
PHLTA,38B,177,B021M,B021W
PHLTA,28B,439,B022M,B022W,B068M,B068:Desig=6,B068:Desig=7,B068W,B099M,B099:Desig=5,B099:Desig=6,B099W
NUPHA,B189,397,B050:Desig=4,B052:Desig=6,B131M,B131:Desig=1,B131:Desig=2,B131W
PHLTA,80B,145,B105M-,B105M0,B105:Desig=1,B105:Desig=2,B105:Desig=3,B105:Desig=5,B105:Desig=6,B105:Desig=4,B105W-,B105W0
PHLTA,16,171,B050M,B050:Desig=1,B050:Desig=2,B050:Desig=5,B050W,B052M,B052W
PRLTA,14,25,B050M,B050:Desig=1,B050:Desig=4,B050:Desig=5
PRLTA,22,79,B050M,B050:Desig=1,B050:Desig=2,B050:Desig=3,B050:Desig=4,B050W,B068M,B068:Desig=1,B068:Desig=3,B068:Desig=4,B068:Desig=2,B068W,B099M,B099:Desig=3,B099:Desig=4,B099:Desig=1,B099:Desig=2,B099W
PRLTA,24,777,B050:Desig=2,B050:Desig=4,B050:Desig=5,B052:Desig=1,B052:Desig=2,B052:Desig=3
PHRVA,D1,847,B050M,B050W
PHLTA,62B,477,B050M,B050:Desig=1,B050:Desig=2,B050:Desig=3,B050:Desig=4,B050:Desig=5,B050W,B103M,B103:Desig=1,B103W
PRLTA,51,951,B022M,B050M,B068M,B099M,B131M
PRLTA,21,1119,B052M,B052W
PHLTA,68B,197,B068M,B068:Desig=1,B068:Desig=3,B068:Desig=2,B068:Desig=4,B068:Desig=5,B068:Desig=6,B068:Desig=7,B068W
PHLTA,90B,324,B131M,B131:Desig=1,B131:Desig=2,B131W
920576,,,B131:Desig=3,B131:Desig=4,B131:Desig=5,B131:Desig=6
NUPHA,B286,592,M070M
NUPHA,B288,659,M009M2,M009W2,M009:Desig=3
EULEE,4,403,M034M,M034W
PRLTA,58,2171,S034M,S074M,S074W
PHLTA,B186,432,M001W
PHRVA,D36,2633,M002:Desig=2,M002:Desig=6,M037:Desig=2,M037:Desig=3
PHRVA,D35,2650,M002A,M002:Desig=6,M002:Desig=9
PHRVA,D35,2077,M013M3,M013W3,M016M,M016W,M068M,M068W,M070:Desig=86,M070:Desig=87,M070:Desig=91,M070:Desig=100
PHLTA,B188,383,M188M,M188:Desig=2,M188:Desig=3,M188W
PHLTA,B192,239,M070:Desig=97
PRLTA,59,186,M006M2,M006W,M008M,M008W,M070:Desig=101,M070:Desig=102,M070:Desig=103,M070:Desig=104,M070:Desig=105,M070:Desig=106
ZEPYA,C35,283,M049:Desig=1,M049:Desig=2,M052:Desig=4,M052:Desig=5,M052:Desig=6
PHLTA,B183,232,M061:Desig=2
PHLTA,B187,191,M026M,M026:Desig=31,M026:Desig=12,M026W,M057:Desig=11,M057:Desig=7
ZEPYA,C36,383,M052:Desig=10,M052:Desig=6
PRLTA,58,1715,M082:Desig=4
ZEPYA,C36,695,M010M
PHRVA,D35,1633,M014PP,M147PP
PRLTA,59,1530,S045M,S045:Desig=1,S045:Desig=2,S045T
ZEPYA,C34,15,B022M,B022W,B050M,B050:Desig=1,B050:Desig=5,B050W,B052M,B052W,B105M-,B105:Desig=2,B105:Desig=6,B105W-
PRLTA,59,868,S019AG,S019:Desig=1,S019:Desig=5
PHLTA,B175,101,S029AD2,S029GB
PHLTA,166B,463,S056HEE
PHLTA,167B,360,S046LGN
PRLTA,57,178,S029ANT
PRLTA,56,2676,S029AXQ
PRLTA,56,2672,S029AXQ
PHRVA,D34,909,S056MR
SJNCA,43,495,S046LGN
PHLTA,B178,452,S056EGT
PHLTA,B179,403,S029AXQ
PHLTA,B180,295,S029AXE
PHLTA,B186,233,S046LGN
PHLTA,B186,435,S046LGN
PRLTA,57,659,S029AXE
PRLTA,57,2101,S029AXE
PRLTA,57,2105,S029ANT
PRLTA,57,2787,S029GB
PRLTA,58,1403,S030CNM
PRLTA,59,755,S029AXE
PHRVA,D34,681,Q008BPE
PHRVA,D36,707,S029AEE
NUCIA,96A,182,S029AXR
JTPLA,44,146,S029AXR,S066TMR
ZEPYA,C30,371,S044Z0A
PRLTA,13,284,S010:Desig=3,S010:Desig=9
PHRVA,D18,1829,S029AXA
PHLTA,119B,323,S029AXA
JUPSA,54,4065,S028F
ASJOA,286,702,S028FA
PRLTA,49,1114,S028FA
PHLTA,B185,233,S043:Desig=1,S043:Desig=5
PHLTA,B186,440,S044W
PHRVA,D35,1088,S043WMG
PHLTA,B191,209,S044Z0A
PHLTA,154B,283,S043WMG
PHLTA,153B,289,S043WMG
ZEPYA,C35,143,S022:Desig=1,S022:Desig=9
PHLTA,B198,286,M005M,M005:Desig=9,M005W,M008:Desig=7,M016:Desig=5,M038M,M038:Desig=2,M038:Desig=4,M038:Desig=3,M038W,M152M,M152:Desig=1,M152:Desig=5,M152W
PRLTA,59,2012,M002M,M002:Desig=6,M006:Desig=2,M006:Desig=5,M008:Desig=3,M008:Desig=4,M008:Desig=5,M008:Desig=8,M008:Desig=9,M008M
PRLTA,59,2016,M006:Desig=2,M006:Desig=7,M006M2
SJNCA,44,73,S010GTP,S010HTP
SJNCA,44,68,S010:Desig=18,S010:Desig=6,S010:Desig=24,S010:Desig=41
SJNCA,45,62,S010:Desig=3,S010:Desig=6
SJNCA,44,622,S012:Desig=4
PRLTA,59,18,S012T
NUCIA,96A,159,S012:Desig=6
NUPHA,B292,693,M022M4,M022:Desig=2,M022:Desig=3,M022W4,M060M,M060:Desig=2,M060:Desig=3,M060:Desig=4,M060W,M064M,M064W,M094M,M094W,M095M,M095:Desig=2,M095:Desig=3,M095W,M104M,M104:Desig=2,M104:Desig=3,M104W
PHLTA,B195,292,M082:Desig=4
ZEPYA,C36,603,M002B0,M002:Desig=2,M002:Desig=8,M002:Desig=7,M002:Desig=23,M002:Desig=24,M002:Desig=25,M002:Desig=26,M002:Desig=6
PHLTA,B199,139,S012:Desig=6,S013:Desig=11,S013:Desig=9
PRLTA,58,2019,S066MAE
NUPHA,B292,653,M070:Desig=50,M070:Desig=60,M070:Desig=63
PHLTA,B179,307,S067D1
PHLTA,B185,241,S025MS
PRLTA,59,1397,S077U2D
NUPHA,B292,670,M070:Desig=62,M070:Desig=67,M070:Desig=68,M070:Desig=71,M070:Desig=108,M070:Desig=109,M070:Desig=110,M070:Desig=111,M070:Desig=112,M070:Desig=200,M070:Desig=107
NUPHA,B296,493,M018M2,M018R,M018W2,M019M,M019:Desig=1,M019W,M022M4,M022:Desig=1,M022W4,M035:Desig=1,M060M,M060:Desig=1,M060W,M094M,M094:Desig=1,M094W,M095M,M095:Desig=1,M095W,M098:Desig=1,M134M,M134:Desig=1,M134W
PHLTA,B198,297,M010M,M010W,S035:Desig=115,S035:Desig=201,S035:Desig=27,S035:Desig=5,S035:Desig=17,S035:Desig=62,S035:Desig=259,S035:Desig=260,S035:Desig=117,S035:Desig=8
PHLTA,B199,457,M002:Desig=6,M002:Desig=9
ZEPYA,C36,369,M005M,M013:Desig=1,M013:Desig=2,M016M,M016W,M066M1,M066W1,M068M,M068W,M070:Desig=86
PHLTA,B207,349,S034M,S074:Desig=1,S074W
PHRVA,D36,1289,M047M,S041M,S041:Desig=1,S041:Desig=14,S041:Desig=15,S041:Desig=16,S041:Desig=17,S041:Desig=18,S041:Desig=2,S041:Desig=3,S041:Desig=4,S042M,S042:Desig=1,S042:Desig=2,S042:Desig=20,S042:Desig=22,S042:Desig=24,S042:Desig=26,S042:Desig=27,S042:Desig=28,S042:Desig=29,S042:Desig=30,S042:Desig=5
PRPLC,159,99,M065:Desig=4,M065:Desig=8,M105:Desig=1,M105:Desig=4
PHLTA,B202,441,M015M6,M015:Desig=13,M015W6,M065M6,M065W6,M105M1,M105W1
ZEPYA,C36,593,S033M
PHLTA,136B,327,S017EDM
JTPLA,44,460,S017EDM
JTPLA,46,164,M001:Desig=1,M001:Desig=7,M001M,M001W
PHLTA,B201,169,M022:Desig=1,M022:Desig=5,M060M,M060:Desig=1,M060:Desig=6,M060W
PHLTA,B201,573,M084M,M084W,M109M,M109W
PHLTA,B201,160,M152M,M152:Desig=1,M152W
PHLTA,B201,568,M106M,M106W,M107M,M107W,M108M,M108W
JTPLA,43,643,M001:Desig=12,M009:Desig=30
SJNCA,38,723,M016:Desig=1,M089:Desig=1
PRLTA,60,186,S010M,S020M
PHRVA,D37,1142,S020MM
EULEE,4,887,S031M,S032M,S033:Desig=16,S033:Desig=20
ZEPYA,C36,513,S033:Desig=19
PHLTA,B92,353,M002:Desig=6
PRLTA,60,897,S034M,S034:Desig=6,S034:Desig=8
JUPSA,54,3213,S016:Desig=6,S016:Desig=7,S016:Desig=8,S016:Desig=9,S016:Desig=12,S016:Desig=14,S016:Desig=15,S016:Desig=22,S016:Desig=23,S016:Desig=34
JUPSA,55,711,S016:Desig=10,S016:Desig=11,S016:Desig=18,S016:Desig=24,S016:Desig=25,S016:Desig=26
PRLTA,57,1986,S016:Desig=3,S016:Desig=4,S016:Desig=5,S016:Desig=6,S016:Desig=7,S016:Desig=8,S016:Desig=9,S016:Desig=10,S016:Desig=11,S016:Desig=12,S016:Desig=13,S016:Desig=14,S016:Desig=15,S016:Desig=16,S016:Desig=17,S016:Desig=18,S016:Desig=22,S016:Desig=23,S016:Desig=24,S016:Desig=25,S016:Desig=26,S016:Desig=27,S016:Desig=28,S016:Desig=29,S016:Desig=30,S016:Desig=31,S016:Desig=32
JTPLA,44,571,S017T
PRLTA,59,26,S003MM,S003MMR
PHLTA,B194,326,S004XI
PHRVA,D34,1967,S004XID,S029GB,S054CTN,S056MR,S056WRZ
JTPLA,43,520,S009:Desig=5
PHLTA,B198,302,S003MMR
PHRVA,D36,2153,S043WMG
PHLTA,B199,147,S018AL
PHLTA,B184,277,S034M
PHLTA,B185,218,S041M,S041:Desig=12,S041:Desig=2,S042M,S042:Desig=19,S042:Desig=2,S042:Desig=20
PHRVA,D34,3279,S041:Desig=3,S042:Desig=22,S042:Desig=23,S049:Desig=106
PHLTA,B199,451,S041M,S041:Desig=19,S041:Desig=20,S041:Desig=3,S042M,S042:Desig=22,S042:Desig=4,S042:Desig=6,S042:Desig=7,S042:Desig=8,S049:Desig=124,S049:Desig=106
NUPHA,B301,525,M013M2,M013W2,M152M
NUPHA,B238,477,B011M,B011:Desig=1,B011:Desig=2,B011W,B012:Desig=1,B012:Desig=2,B013:Desig=1,B013:Desig=2,B030:Desig=1,B030:Desig=2,B083M,B083:Desig=1,B083:Desig=2,B083W,B084M,B084:Desig=1,B084:Desig=2,B084W,B117M,B117:Desig=1,B117:Desig=2,B117W,B123M,B123:Desig=1,B123:Desig=2,B123W,B124:Desig=1,B124:Desig=2,B133:Desig=1,B133:Desig=2,B134:Desig=1,B134:Desig=2,B135M,B135:Desig=1,B135:Desig=2,B135W,B136:Desig=1,B136:Desig=4,B137:Desig=1,B137:Desig=2
ZEPYA,C31,33,B141M,B141:Desig=1,B141:Desig=2,B141W,B142M,B142:Desig=1,B142:Desig=2,B142:Desig=3,B142W
PHLTA,B194,579,B141M,B141:Desig=1,B141:Desig=2,B141W
NUPHA,B320,45,M070:Desig=1,M071:Desig=1
PHRVA,D38,2695,M070:Desig=20,M070:Desig=21,M070:Desig=22,M070:Desig=23,M070:Desig=30,M070:Desig=31,M070:Desig=32,M070:Desig=33,M070:Desig=37,M070:Desig=38,M070:Desig=121,M070:Desig=122
